date,item_id,forecast
2016-06-16,FOODS_1_012,2.4841
2016-06-17,FOODS_1_012,2.4698
2016-06-18,FOODS_1_012,2.8248
2016-06-19,FOODS_1_012,2.8964
2016-06-20,FOODS_1_012,4.0403
2016-06-21,FOODS_1_012,2.9341
2016-05-23,FOODS_1_013,0.9302
2016-05-24,FOODS_1_013,1.5015
2016-05-25,FOODS_1_013,1.3856
2016-05-26,FOODS_1_013,1.3972
2016-05-27,FOODS_1_013,1.4463
2016-05-28,FOODS_1_013,1.6397
2016-05-29,FOODS_1_013,1.617
2016-05-30,FOODS_1_013,1.6997
2016-05-31,FOODS_1_013,1.4471
2016-06-01,FOODS_1_013,1.316
2016-06-02,FOODS_1_013,1.3211
2016-06-03,FOODS_1_013,1.3695
2016-06-04,FOODS_1_013,1.6375
2016-06-05,FOODS_1_013,1.3946
2016-06-06,FOODS_1_013,1.8549
2016-06-07,FOODS_1_013,1.5815
2016-06-08,FOODS_1_013,1.2919
2016-06-09,FOODS_1_013,1.3158
2016-06-10,FOODS_1_013,1.312
2016-06-11,FOODS_1_013,1.3137
2016-06-12,FOODS_1_013,1.3196
2016-06-13,FOODS_1_013,1.7058
2016-06-14,FOODS_1_013,1.3003
2016-06-15,FOODS_1_013,1.091
2016-06-16,FOODS_1_013,1.0894
2016-06-17,FOODS_1_013,1.0305
2016-06-18,FOODS_1_013,1.3275
2016-06-19,FOODS_1_013,1.3709
2016-06-20,FOODS_1_013,1.8427
2016-06-21,FOODS_1_013,1.5263
2016-05-23,FOODS_1_017,1.6536
2016-05-24,FOODS_1_017,1.2502
2016-05-25,FOODS_1_017,1.1366
2016-05-26,FOODS_1_017,1.1505
2016-05-27,FOODS_1_017,1.0613
2016-05-28,FOODS_1_017,1.2976
2016-05-29,FOODS_1_017,1.2798
2016-05-30,FOODS_1_017,1.6194
2016-05-31,FOODS_1_017,1.2355
2016-06-01,FOODS_1_017,1.1108
2016-06-02,FOODS_1_017,0.9827
2016-06-03,FOODS_1_017,0.9736
2016-06-04,FOODS_1_017,1.0898
2016-06-05,FOODS_1_017,1.1129
2016-06-06,FOODS_1_017,1.4671
2016-06-07,FOODS_1_017,1.088
2016-06-08,FOODS_1_017,0.9588
2016-06-09,FOODS_1_017,0.9337
2016-06-10,FOODS_1_017,0.9225
2016-06-11,FOODS_1_017,1.0399
2016-06-12,FOODS_1_017,1.0381
2016-06-13,FOODS_1_017,1.4911
2016-06-14,FOODS_1_017,1.028
2016-06-15,FOODS_1_017,0.9304
2016-06-16,FOODS_1_017,0.88
2016-06-17,FOODS_1_017,0.8976
2016-06-18,FOODS_1_017,0.9861
2016-06-19,FOODS_1_017,0.9848
2016-06-20,FOODS_1_017,1.0146
2016-06-21,FOODS_1_017,0.7852
2016-05-23,FOODS_1_018,11.6457
2016-05-24,FOODS_1_018,9.0195
2016-05-25,FOODS_1_018,8.0992
2016-05-26,FOODS_1_018,7.8781
2016-05-27,FOODS_1_018,7.5676
2016-05-28,FOODS_1_018,8.7916
2016-05-29,FOODS_1_018,8.7222
2016-05-30,FOODS_1_018,10.8639
2016-05-31,FOODS_1_018,8.2265
2016-06-01,FOODS_1_018,7.3879
2016-06-02,FOODS_1_018,7.6964
2016-06-03,FOODS_1_018,8.3102
2016-06-04,FOODS_1_018,9.2847
2016-06-05,FOODS_1_018,8.3407
2016-06-06,FOODS_1_018,10.1563
2016-06-07,FOODS_1_018,7.8119
2016-06-08,FOODS_1_018,7.1749
2016-06-09,FOODS_1_018,6.8651
2016-06-10,FOODS_1_018,6.9135
2016-06-11,FOODS_1_018,7.9846
2016-06-12,FOODS_1_018,8.5258
2016-06-13,FOODS_1_018,10.261
2016-06-14,FOODS_1_018,8.2331
2016-06-15,FOODS_1_018,6.8856
2016-06-16,FOODS_1_018,7.1952
2016-06-17,FOODS_1_018,6.9446
2016-06-18,FOODS_1_018,8.1712
2016-06-19,FOODS_1_018,8.234
2016-06-20,FOODS_1_018,10.519
2016-06-21,FOODS_1_018,7.8851
2016-05-23,FOODS_1_019,9.3816
2016-05-24,FOODS_1_019,6.8827
2016-05-25,FOODS_1_019,6.316
2016-05-26,FOODS_1_019,6.4255
2016-05-27,FOODS_1_019,7.7223
2016-05-28,FOODS_1_019,8.6112
2016-05-29,FOODS_1_019,9.1684
2016-05-30,FOODS_1_019,8.4333
2016-05-31,FOODS_1_019,6.6045
2016-06-01,FOODS_1_019,6.2305
2016-06-02,FOODS_1_019,6.1313
2016-06-03,FOODS_1_019,6.7327
2016-06-04,FOODS_1_019,7.6639
2016-06-05,FOODS_1_019,7.272
2016-06-06,FOODS_1_019,8.7062
2016-06-07,FOODS_1_019,6.6595
2016-06-08,FOODS_1_019,6.0125
2016-06-09,FOODS_1_019,6.1124
2016-06-10,FOODS_1_019,7.0138
2016-06-11,FOODS_1_019,7.1812
2016-06-12,FOODS_1_019,7.6351
2016-06-13,FOODS_1_019,8.5665
2016-06-14,FOODS_1_019,6.9347
2016-06-15,FOODS_1_019,6.2068
2016-06-16,FOODS_1_019,5.8661
2016-06-17,FOODS_1_019,6.3782
2016-06-18,FOODS_1_019,7.3819
2016-06-19,FOODS_1_019,7.2795
2016-06-20,FOODS_1_019,8.3673
2016-06-21,FOODS_1_019,6.6716
2016-05-23,FOODS_1_021,0.5062
2016-05-24,FOODS_1_021,0.9311
2016-05-25,FOODS_1_021,0.8474
2016-05-26,FOODS_1_021,1.15
2016-05-27,FOODS_1_021,1.1637
2016-05-28,FOODS_1_021,1.386
2016-05-29,FOODS_1_021,1.3655
2016-05-30,FOODS_1_021,1.3489
2016-05-31,FOODS_1_021,1.2482
2016-06-01,FOODS_1_021,0.9246
2016-06-02,FOODS_1_021,0.971
2016-06-03,FOODS_1_021,1.013
2016-06-04,FOODS_1_021,1.28
2016-06-05,FOODS_1_021,1.2395
2016-06-06,FOODS_1_021,1.5146
2016-06-07,FOODS_1_021,1.2407
2016-06-08,FOODS_1_021,1.087
2016-06-09,FOODS_1_021,1.0755
2016-06-10,FOODS_1_021,1.0736
2016-06-11,FOODS_1_021,1.2766
2016-06-12,FOODS_1_021,1.2766
2016-06-13,FOODS_1_021,1.4973
2016-06-14,FOODS_1_021,1.13
2016-06-15,FOODS_1_021,1.0296
2016-06-16,FOODS_1_021,1.0136
2016-06-17,FOODS_1_021,0.9477
2016-06-18,FOODS_1_021,1.0667
2016-06-19,FOODS_1_021,1.0754
2016-06-20,FOODS_1_021,1.2638
2016-06-21,FOODS_1_021,0.9965
2016-05-23,FOODS_1_023,2.5902
2016-05-24,FOODS_1_023,2.2006
2016-05-25,FOODS_1_023,1.8766
2016-05-26,FOODS_1_023,1.9625
2016-05-27,FOODS_1_023,1.8091
2016-05-28,FOODS_1_023,2.0443
2016-05-29,FOODS_1_023,2.0238
2016-05-30,FOODS_1_023,2.9183
2016-05-31,FOODS_1_023,2.1013
2016-06-01,FOODS_1_023,1.8169
2016-06-02,FOODS_1_023,1.8802
2016-06-03,FOODS_1_023,1.8267
2016-06-04,FOODS_1_023,1.9941
2016-06-05,FOODS_1_023,1.9927
2016-06-06,FOODS_1_023,2.6242
2016-06-07,FOODS_1_023,2.0099
2016-06-08,FOODS_1_023,1.5399
2016-06-09,FOODS_1_023,1.5495
2016-06-10,FOODS_1_023,1.5221
2016-06-11,FOODS_1_023,1.6605
2016-06-12,FOODS_1_023,1.7016
2016-06-13,FOODS_1_023,2.7083
2016-06-14,FOODS_1_023,1.9198
2016-06-15,FOODS_1_023,1.6404
2016-06-16,FOODS_1_023,1.6094
2016-06-17,FOODS_1_023,1.5351
2016-06-18,FOODS_1_023,1.6152
2016-06-19,FOODS_1_023,1.5501
2016-06-20,FOODS_1_023,2.2456
2016-06-21,FOODS_1_023,1.6139
2016-05-23,FOODS_1_027,1.8103
2016-05-24,FOODS_1_027,1.7126
2016-05-25,FOODS_1_027,1.4381
2016-05-26,FOODS_1_027,1.3874
2016-05-27,FOODS_1_027,1.4307
2016-05-28,FOODS_1_027,1.5107
2016-05-29,FOODS_1_027,1.5037
2016-05-30,FOODS_1_027,1.9218
2016-05-31,FOODS_1_027,1.5599
2016-06-01,FOODS_1_027,1.1922
2016-06-02,FOODS_1_027,1.2051
2016-06-03,FOODS_1_027,1.1825
2016-06-04,FOODS_1_027,1.3997
2016-06-05,FOODS_1_027,1.2621
2016-06-06,FOODS_1_027,1.7908
2016-06-07,FOODS_1_027,1.3637
2016-06-08,FOODS_1_027,1.0711
2016-06-09,FOODS_1_027,1.0207
2016-06-10,FOODS_1_027,1.0207
2016-06-11,FOODS_1_027,1.1626
2016-06-12,FOODS_1_027,1.1626
2016-06-13,FOODS_1_027,1.6303
2016-06-14,FOODS_1_027,1.3074
2016-06-15,FOODS_1_027,1.0265
2016-06-16,FOODS_1_027,0.9952
2016-06-17,FOODS_1_027,1.035
2016-06-18,FOODS_1_027,0.9169
2016-06-19,FOODS_1_027,0.9153
2016-06-20,FOODS_1_027,1.2679
2016-06-21,FOODS_1_027,0.9023
2016-05-23,FOODS_1_028,1.7436
2016-05-24,FOODS_1_028,1.3575
2016-05-25,FOODS_1_028,1.1139
2016-05-26,FOODS_1_028,1.117
2016-05-27,FOODS_1_028,1.1123
2016-05-28,FOODS_1_028,1.1874
2016-05-29,FOODS_1_028,1.1615
2016-05-30,FOODS_1_028,1.4097
2016-05-31,FOODS_1_028,1.0856
2016-06-01,FOODS_1_028,0.8831
2016-06-02,FOODS_1_028,0.8907
2016-06-03,FOODS_1_028,0.8922
2016-06-04,FOODS_1_028,1.0617
2016-06-05,FOODS_1_028,1.0326
2016-06-06,FOODS_1_028,1.2709
2016-06-07,FOODS_1_028,0.9505
2016-06-08,FOODS_1_028,0.8348
2016-06-09,FOODS_1_028,0.8335
2016-06-10,FOODS_1_028,0.8335
2016-06-11,FOODS_1_028,0.9974
2016-06-12,FOODS_1_028,0.9855
2016-06-13,FOODS_1_028,1.218
2016-06-14,FOODS_1_028,0.9879
2016-06-15,FOODS_1_028,0.8704
2016-06-16,FOODS_1_028,0.8708
2016-06-17,FOODS_1_028,0.8693
2016-06-18,FOODS_1_028,1.0081
2016-06-19,FOODS_1_028,1.0015
2016-06-20,FOODS_1_028,1.0497
2016-06-21,FOODS_1_028,0.7603
2016-05-23,FOODS_1_032,4.4233
2016-05-24,FOODS_1_032,3.2947
2016-05-25,FOODS_1_032,3.038
2016-05-26,FOODS_1_032,3.321
2016-05-27,FOODS_1_032,3.5881
2016-05-28,FOODS_1_032,4.5029
2016-05-29,FOODS_1_032,3.8109
2016-05-30,FOODS_1_032,4.2061
2016-05-31,FOODS_1_032,3.3699
2016-06-01,FOODS_1_032,3.1036
2016-06-02,FOODS_1_032,2.893
2016-06-03,FOODS_1_032,3.0513
2016-06-04,FOODS_1_032,3.6535
2016-06-05,FOODS_1_032,3.2948
2016-06-06,FOODS_1_032,3.7754
2016-06-07,FOODS_1_032,2.6531
2016-06-08,FOODS_1_032,2.3208
2016-06-09,FOODS_1_032,2.6473
2016-06-10,FOODS_1_032,2.7014
2016-06-11,FOODS_1_032,3.2568
2016-06-12,FOODS_1_032,3.1216
2016-06-13,FOODS_1_032,3.7775
2016-06-14,FOODS_1_032,3.0136
2016-06-15,FOODS_1_032,2.6357
2016-06-16,FOODS_1_032,2.5736
2016-06-17,FOODS_1_032,2.6032
2016-06-18,FOODS_1_032,3.1518
2016-06-19,FOODS_1_032,3.1692
2016-06-20,FOODS_1_032,3.6516
2016-06-21,FOODS_1_032,2.5838
2016-05-23,FOODS_1_036,2.7415
2016-05-24,FOODS_1_036,2.2076
2016-05-25,FOODS_1_036,1.9321
2016-05-26,FOODS_1_036,1.8406
2016-05-27,FOODS_1_036,1.9082
2016-05-28,FOODS_1_036,2.2562
2016-05-29,FOODS_1_036,2.135
2016-05-30,FOODS_1_036,2.9269
2016-05-31,FOODS_1_036,2.17
2016-06-01,FOODS_1_036,1.6437
2016-06-02,FOODS_1_036,1.7503
2016-06-03,FOODS_1_036,1.7433
2016-06-04,FOODS_1_036,2.0837
2016-06-05,FOODS_1_036,1.9736
2016-06-06,FOODS_1_036,2.5881
2016-06-07,FOODS_1_036,1.8772
2016-06-08,FOODS_1_036,1.5847
2016-06-09,FOODS_1_036,1.5093
2016-06-10,FOODS_1_036,1.5669
2016-06-11,FOODS_1_036,1.7884
2016-06-12,FOODS_1_036,1.7962
2016-06-13,FOODS_1_036,2.4939
2016-06-14,FOODS_1_036,1.7867
2016-06-15,FOODS_1_036,1.4532
2016-06-16,FOODS_1_036,1.3333
2016-06-17,FOODS_1_036,1.3547
2016-06-18,FOODS_1_036,1.6517
2016-06-19,FOODS_1_036,1.5428
2016-06-20,FOODS_1_036,2.2705
2016-06-21,FOODS_1_036,1.6957
2016-05-23,FOODS_1_037,1.7411
2016-05-24,FOODS_1_037,1.3305
2016-05-25,FOODS_1_037,1.2137
2016-05-26,FOODS_1_037,1.1244
2016-05-27,FOODS_1_037,1.2593
2016-05-28,FOODS_1_037,1.4251
2016-05-29,FOODS_1_037,1.3776
2016-05-30,FOODS_1_037,1.7109
2016-05-31,FOODS_1_037,1.3344
2016-06-01,FOODS_1_037,1.1158
2016-06-02,FOODS_1_037,1.1215
2016-06-03,FOODS_1_037,1.0443
2016-06-04,FOODS_1_037,1.1447
2016-06-05,FOODS_1_037,1.147
2016-06-06,FOODS_1_037,1.5112
2016-06-07,FOODS_1_037,1.1735
2016-06-08,FOODS_1_037,1.0315
2016-06-09,FOODS_1_037,0.9662
2016-06-10,FOODS_1_037,1.0105
2016-06-11,FOODS_1_037,1.1371
2016-06-12,FOODS_1_037,0.9962
2016-06-13,FOODS_1_037,1.2889
2016-06-14,FOODS_1_037,1.0485
2016-06-15,FOODS_1_037,0.9239
2016-06-16,FOODS_1_037,0.7256
2016-06-17,FOODS_1_037,0.7331
2016-06-18,FOODS_1_037,0.8633
2016-06-19,FOODS_1_037,0.7971
2016-06-20,FOODS_1_037,1.1052
2016-06-21,FOODS_1_037,0.859
2016-05-23,FOODS_1_040,2.4311
2016-05-24,FOODS_1_040,2.287
2016-05-25,FOODS_1_040,1.9881
2016-05-26,FOODS_1_040,2.0137
2016-05-27,FOODS_1_040,1.9441
2016-05-28,FOODS_1_040,2.1932
2016-05-29,FOODS_1_040,2.2276
2016-05-30,FOODS_1_040,3.0539
2016-05-31,FOODS_1_040,2.2022
2016-06-01,FOODS_1_040,1.8468
2016-06-02,FOODS_1_040,1.8671
2016-06-03,FOODS_1_040,1.9306
2016-06-04,FOODS_1_040,2.156
2016-06-05,FOODS_1_040,2.2023
2016-06-06,FOODS_1_040,2.973
2016-06-07,FOODS_1_040,2.1708
2016-06-08,FOODS_1_040,1.8918
2016-06-09,FOODS_1_040,1.8608
2016-06-10,FOODS_1_040,1.8877
2016-06-11,FOODS_1_040,2.1319
2016-06-12,FOODS_1_040,2.188
2016-06-13,FOODS_1_040,2.9789
2016-06-14,FOODS_1_040,2.2993
2016-06-15,FOODS_1_040,1.9684
2016-06-16,FOODS_1_040,1.9116
2016-06-17,FOODS_1_040,1.7022
2016-06-18,FOODS_1_040,1.9236
2016-06-19,FOODS_1_040,2.0945
2016-06-20,FOODS_1_040,2.9943
2016-06-21,FOODS_1_040,2.2983
2016-05-23,FOODS_1_042,3.89
2016-05-24,FOODS_1_042,3.1387
2016-05-25,FOODS_1_042,2.8445
2016-05-26,FOODS_1_042,3.0962
2016-05-27,FOODS_1_042,2.9965
2016-05-28,FOODS_1_042,3.6918
2016-05-29,FOODS_1_042,3.1742
2016-05-30,FOODS_1_042,4.1771
2016-05-31,FOODS_1_042,3.0223
2016-06-01,FOODS_1_042,2.796
2016-06-02,FOODS_1_042,2.8146
2016-06-03,FOODS_1_042,2.8938
2016-06-04,FOODS_1_042,3.5177
2016-06-05,FOODS_1_042,3.0567
2016-06-06,FOODS_1_042,3.5223
2016-06-07,FOODS_1_042,2.3342
2016-06-08,FOODS_1_042,2.6299
2016-06-09,FOODS_1_042,2.5953
2016-06-10,FOODS_1_042,2.6262
2016-06-11,FOODS_1_042,3.0759
2016-06-12,FOODS_1_042,2.6241
2016-06-13,FOODS_1_042,3.4694
2016-06-14,FOODS_1_042,2.2825
2016-06-15,FOODS_1_042,2.2822
2016-06-16,FOODS_1_042,2.7892
2016-06-17,FOODS_1_042,2.6888
2016-06-18,FOODS_1_042,3.0513
2016-06-19,FOODS_1_042,3.2247
2016-06-20,FOODS_1_042,3.5695
2016-06-21,FOODS_1_042,3.0245
2016-05-23,FOODS_1_043,8.0079
2016-05-24,FOODS_1_043,6.3616
2016-05-25,FOODS_1_043,5.5546
2016-05-26,FOODS_1_043,5.8815
2016-05-27,FOODS_1_043,6.6615
2016-05-28,FOODS_1_043,6.6043
2016-05-29,FOODS_1_043,6.6726
2016-05-30,FOODS_1_043,8.3236
2016-05-31,FOODS_1_043,6.5975
2016-06-01,FOODS_1_043,5.3987
2016-06-02,FOODS_1_043,5.8637
2016-06-03,FOODS_1_043,5.9409
2016-06-04,FOODS_1_043,7.0208
2016-06-05,FOODS_1_043,6.3261
2016-06-06,FOODS_1_043,8.4916
2016-06-07,FOODS_1_043,6.4768
2016-06-08,FOODS_1_043,5.5672
2016-06-09,FOODS_1_043,5.974
2016-06-10,FOODS_1_043,5.8321
2016-06-11,FOODS_1_043,6.3673
2016-06-12,FOODS_1_043,6.2138
2016-06-13,FOODS_1_043,8.0702
2016-06-14,FOODS_1_043,5.8466
2016-06-15,FOODS_1_043,5.0582
2016-06-16,FOODS_1_043,5.0301
2016-06-17,FOODS_1_043,5.0479
2016-06-18,FOODS_1_043,5.7743
2016-06-19,FOODS_1_043,5.5055
2016-06-20,FOODS_1_043,7.7393
2016-06-21,FOODS_1_043,5.7138
2016-05-23,FOODS_1_044,1.8938
2016-05-24,FOODS_1_044,1.6225
2016-05-25,FOODS_1_044,1.3433
2016-05-26,FOODS_1_044,1.3812
2016-05-27,FOODS_1_044,1.2989
2016-05-28,FOODS_1_044,1.3417
2016-05-29,FOODS_1_044,1.3591
2016-05-30,FOODS_1_044,1.7438
2016-05-31,FOODS_1_044,1.3536
2016-06-01,FOODS_1_044,1.0138
2016-06-02,FOODS_1_044,1.0754
2016-06-03,FOODS_1_044,1.0955
2016-06-04,FOODS_1_044,1.2093
2016-06-05,FOODS_1_044,1.1824
2016-06-06,FOODS_1_044,1.4672
2016-06-07,FOODS_1_044,1.1532
2016-06-08,FOODS_1_044,0.9837
2016-06-09,FOODS_1_044,0.9806
2016-06-10,FOODS_1_044,0.9397
2016-06-11,FOODS_1_044,0.9888
2016-06-12,FOODS_1_044,0.9954
2016-06-13,FOODS_1_044,1.2914
2016-06-14,FOODS_1_044,1.0613
2016-06-15,FOODS_1_044,0.9028
2016-06-16,FOODS_1_044,0.8974
2016-06-17,FOODS_1_044,0.7901
2016-06-18,FOODS_1_044,0.87
2016-06-19,FOODS_1_044,0.8515
2016-06-20,FOODS_1_044,1.1476
2016-06-21,FOODS_1_044,0.8515
2016-05-23,FOODS_1_045,2.9088
2016-05-24,FOODS_1_045,2.8203
2016-05-25,FOODS_1_045,2.5727
2016-05-26,FOODS_1_045,2.4151
2016-05-27,FOODS_1_045,2.5302
2016-05-28,FOODS_1_045,2.6054
2016-05-29,FOODS_1_045,2.755
2016-05-30,FOODS_1_045,3.7504
2016-05-31,FOODS_1_045,2.9695
2016-06-01,FOODS_1_045,2.4016
2016-06-02,FOODS_1_045,2.4186
2016-06-03,FOODS_1_045,2.1949
2016-06-04,FOODS_1_045,2.4348
2016-06-05,FOODS_1_045,2.4484
2016-06-06,FOODS_1_045,3.1998
2016-06-07,FOODS_1_045,2.3025
2016-06-08,FOODS_1_045,1.9825
2016-06-09,FOODS_1_045,1.9792
2016-06-10,FOODS_1_045,2.3573
2016-06-11,FOODS_1_045,2.5262
2016-06-12,FOODS_1_045,2.5607
2016-06-13,FOODS_1_045,3.6996
2016-06-14,FOODS_1_045,2.8142
2016-06-15,FOODS_1_045,2.2886
2016-06-16,FOODS_1_045,2.2633
2016-06-17,FOODS_1_045,2.1419
2016-06-18,FOODS_1_045,2.4718
2016-06-19,FOODS_1_045,2.3894
2016-06-20,FOODS_1_045,3.3651
2016-06-21,FOODS_1_045,2.6071
2016-05-23,FOODS_1_046,8.9162
2016-05-24,FOODS_1_046,7.7204
2016-05-25,FOODS_1_046,6.9736
2016-05-26,FOODS_1_046,6.3865
2016-05-27,FOODS_1_046,6.6878
2016-05-28,FOODS_1_046,7.271
2016-05-29,FOODS_1_046,7.2235
2016-05-30,FOODS_1_046,8.6371
2016-05-31,FOODS_1_046,7.3828
2016-06-01,FOODS_1_046,6.6661
2016-06-02,FOODS_1_046,6.3579
2016-06-03,FOODS_1_046,6.6298
2016-06-04,FOODS_1_046,7.7041
2016-06-05,FOODS_1_046,7.3964
2016-06-06,FOODS_1_046,8.6299
2016-06-07,FOODS_1_046,7.1695
2016-06-08,FOODS_1_046,6.1077
2016-06-09,FOODS_1_046,5.8203
2016-06-10,FOODS_1_046,5.9042
2016-06-11,FOODS_1_046,7.0489
2016-06-12,FOODS_1_046,7.1333
2016-06-13,FOODS_1_046,8.977
2016-06-14,FOODS_1_046,7.3819
2016-06-15,FOODS_1_046,6.2547
2016-06-16,FOODS_1_046,6.0384
2016-06-17,FOODS_1_046,6.2096
2016-06-18,FOODS_1_046,7.2342
2016-06-19,FOODS_1_046,6.9797
2016-06-20,FOODS_1_046,8.8651
2016-06-21,FOODS_1_046,7.2182
2016-05-23,FOODS_1_050,1.2883
2016-05-24,FOODS_1_050,0.9952
2016-05-25,FOODS_1_050,0.8563
2016-05-26,FOODS_1_050,0.8521
2016-05-27,FOODS_1_050,0.889
2016-05-28,FOODS_1_050,1.019
2016-05-29,FOODS_1_050,0.9601
2016-05-30,FOODS_1_050,1.208
2016-05-31,FOODS_1_050,0.9695
2016-06-01,FOODS_1_050,0.8712
2016-06-02,FOODS_1_050,0.8513
2016-06-03,FOODS_1_050,0.8484
2016-06-04,FOODS_1_050,0.9175
2016-06-05,FOODS_1_050,0.9225
2016-06-06,FOODS_1_050,1.1813
2016-06-07,FOODS_1_050,0.8764
2016-06-08,FOODS_1_050,0.8039
2016-06-09,FOODS_1_050,0.7979
2016-06-10,FOODS_1_050,0.8064
2016-06-11,FOODS_1_050,0.8871
2016-06-12,FOODS_1_050,0.8855
2016-06-13,FOODS_1_050,1.2006
2016-06-14,FOODS_1_050,0.8569
2016-06-15,FOODS_1_050,0.7963
2016-06-16,FOODS_1_050,0.8105
2016-06-17,FOODS_1_050,0.8095
2016-06-18,FOODS_1_050,0.7491
2016-06-19,FOODS_1_050,0.7028
2016-06-20,FOODS_1_050,0.8838
2016-06-21,FOODS_1_050,0.6725
2016-05-23,FOODS_1_052,1.9813
2016-05-24,FOODS_1_052,1.5321
2016-05-25,FOODS_1_052,1.4047
2016-05-26,FOODS_1_052,1.2808
2016-05-27,FOODS_1_052,1.2819
2016-05-28,FOODS_1_052,1.5451
2016-05-29,FOODS_1_052,1.4126
2016-05-30,FOODS_1_052,1.904
2016-05-31,FOODS_1_052,1.4626
2016-06-01,FOODS_1_052,1.2186
2016-06-02,FOODS_1_052,1.1435
2016-06-03,FOODS_1_052,1.1001
2016-06-04,FOODS_1_052,1.3819
2016-06-05,FOODS_1_052,1.2055
2016-06-06,FOODS_1_052,1.7406
2016-06-07,FOODS_1_052,1.3519
2016-06-08,FOODS_1_052,1.1014
2016-06-09,FOODS_1_052,1.0276
2016-06-10,FOODS_1_052,1.0294
2016-06-11,FOODS_1_052,1.1648
2016-06-12,FOODS_1_052,1.2564
2016-06-13,FOODS_1_052,1.6758
2016-06-14,FOODS_1_052,1.2662
2016-06-15,FOODS_1_052,1.0328
2016-06-16,FOODS_1_052,1.0009
2016-06-17,FOODS_1_052,0.9992
2016-06-18,FOODS_1_052,1.0973
2016-06-19,FOODS_1_052,1.083
2016-06-20,FOODS_1_052,1.5696
2016-06-21,FOODS_1_052,1.0557
2016-05-23,FOODS_1_054,3.3081
2016-05-24,FOODS_1_054,2.7323
2016-05-25,FOODS_1_054,2.2426
2016-05-26,FOODS_1_054,2.0349
2016-05-27,FOODS_1_054,2.1099
2016-05-28,FOODS_1_054,2.5086
2016-05-29,FOODS_1_054,2.5584
2016-05-30,FOODS_1_054,3.2059
