store_id,item_id,wm_yr_wk,sell_price
CA_1,HOUSEHOLD_1_004,11203,2.37
CA_1,HOUSEHOLD_1_004,11204,2.37
CA_1,HOUSEHOLD_1_004,11205,2.37
CA_1,HOUSEHOLD_1_004,11206,2.37
CA_1,HOUSEHOLD_1_004,11207,2.37
CA_1,HOUSEHOLD_1_004,11208,2.37
CA_1,HOUSEHOLD_1_004,11209,2.37
CA_1,HOUSEHOLD_1_004,11210,2.37
CA_1,HOUSEHOLD_1_004,11211,2.37
CA_1,HOUSEHOLD_1_004,11212,2.37
CA_1,HOUSEHOLD_1_004,11213,2.37
CA_1,HOUSEHOLD_1_004,11214,2.37
CA_1,HOUSEHOLD_1_004,11215,2.37
CA_1,HOUSEHOLD_1_004,11216,2.37
CA_1,HOUSEHOLD_1_004,11217,2.37
CA_1,HOUSEHOLD_1_004,11218,2.37
CA_1,HOUSEHOLD_1_004,11219,2.37
CA_1,HOUSEHOLD_1_004,11220,2.37
CA_1,HOUSEHOLD_1_004,11221,2.37
CA_1,HOUSEHOLD_1_004,11222,2.37
CA_1,HOUSEHOLD_1_004,11223,2.37
CA_1,HOUSEHOLD_1_004,11224,2.37
CA_1,HOUSEHOLD_1_004,11225,2.37
CA_1,HOUSEHOLD_1_004,11226,2.37
CA_1,HOUSEHOLD_1_004,11227,2.37
CA_1,HOUSEHOLD_1_004,11228,2.37
CA_1,HOUSEHOLD_1_004,11229,2.37
CA_1,HOUSEHOLD_1_004,11230,2.37
CA_1,HOUSEHOLD_1_004,11231,2.37
CA_1,HOUSEHOLD_1_004,11232,2.37
CA_1,HOUSEHOLD_1_004,11233,2.37
CA_1,HOUSEHOLD_1_004,11234,2.37
CA_1,HOUSEHOLD_1_004,11235,2.37
CA_1,HOUSEHOLD_1_004,11236,2.37
CA_1,HOUSEHOLD_1_004,11237,2.37
CA_1,HOUSEHOLD_1_004,11238,2.37
CA_1,HOUSEHOLD_1_004,11239,2.37
CA_1,HOUSEHOLD_1_004,11240,2.37
CA_1,HOUSEHOLD_1_004,11241,2.37
CA_1,HOUSEHOLD_1_004,11242,2.37
CA_1,HOUSEHOLD_1_004,11243,2.37
CA_1,HOUSEHOLD_1_004,11244,2.37
CA_1,HOUSEHOLD_1_004,11245,2.37
CA_1,HOUSEHOLD_1_004,11246,2.37
CA_1,HOUSEHOLD_1_004,11247,2.37
CA_1,HOUSEHOLD_1_004,11248,2.37
CA_1,HOUSEHOLD_1_004,11249,2.37
CA_1,HOUSEHOLD_1_004,11250,2.37
CA_1,HOUSEHOLD_1_004,11251,2.37
CA_1,HOUSEHOLD_1_004,11252,2.37
CA_1,HOUSEHOLD_1_004,11301,2.37
CA_1,HOUSEHOLD_1_004,11302,2.37
CA_1,HOUSEHOLD_1_004,11303,2.37
CA_1,HOUSEHOLD_1_004,11304,2.37
CA_1,HOUSEHOLD_1_004,11305,2.37
CA_1,HOUSEHOLD_1_004,11306,2.37
CA_1,HOUSEHOLD_1_004,11307,2.37
CA_1,HOUSEHOLD_1_004,11308,2.37
CA_1,HOUSEHOLD_1_004,11309,2.37
CA_1,HOUSEHOLD_1_004,11310,2.37
CA_1,HOUSEHOLD_1_004,11311,2.37
CA_1,HOUSEHOLD_1_004,11312,2.37
CA_1,HOUSEHOLD_1_004,11313,2.37
CA_1,HOUSEHOLD_1_004,11314,2.37
CA_1,HOUSEHOLD_1_004,11315,2.37
CA_1,HOUSEHOLD_1_004,11316,2.37
CA_1,HOUSEHOLD_1_004,11317,2.37
CA_1,HOUSEHOLD_1_004,11318,2.37
CA_1,HOUSEHOLD_1_004,11319,2.37
CA_1,HOUSEHOLD_1_004,11320,2.37
CA_1,HOUSEHOLD_1_004,11321,2.37
CA_1,HOUSEHOLD_1_004,11322,2.37
CA_1,HOUSEHOLD_1_004,11323,2.37
CA_1,HOUSEHOLD_1_004,11324,2.37
CA_1,HOUSEHOLD_1_004,11325,2.37
CA_1,HOUSEHOLD_1_004,11326,2.37
CA_1,HOUSEHOLD_1_004,11327,2.37
CA_1,HOUSEHOLD_1_004,11328,2.37
CA_1,HOUSEHOLD_1_004,11329,2.37
CA_1,HOUSEHOLD_1_004,11330,2.37
CA_1,HOUSEHOLD_1_004,11331,2.37
CA_1,HOUSEHOLD_1_004,11332,2.37
CA_1,HOUSEHOLD_1_004,11333,2.37
CA_1,HOUSEHOLD_1_004,11334,2.37
CA_1,HOUSEHOLD_1_004,11335,2.37
CA_1,HOUSEHOLD_1_004,11336,2.37
CA_1,HOUSEHOLD_1_004,11337,2.37
CA_1,HOUSEHOLD_1_004,11338,2.37
CA_1,HOUSEHOLD_1_004,11339,2.37
CA_1,HOUSEHOLD_1_004,11340,2.37
CA_1,HOUSEHOLD_1_004,11341,2.37
CA_1,HOUSEHOLD_1_004,11342,2.37
CA_1,HOUSEHOLD_1_004,11343,2.37
CA_1,HOUSEHOLD_1_004,11344,2.37
CA_1,HOUSEHOLD_1_004,11345,2.37
CA_1,HOUSEHOLD_1_004,11346,2.37
CA_1,HOUSEHOLD_1_004,11347,2.37
CA_1,HOUSEHOLD_1_004,11348,2.37
CA_1,HOUSEHOLD_1_004,11349,2.37
CA_1,HOUSEHOLD_1_004,11350,2.37
CA_1,HOUSEHOLD_1_004,11351,2.37
CA_1,HOUSEHOLD_1_004,11352,2.37
CA_1,HOUSEHOLD_1_004,11353,2.37
CA_1,HOUSEHOLD_1_004,11401,2.37
CA_1,HOUSEHOLD_1_004,11402,2.37
CA_1,HOUSEHOLD_1_004,11403,2.37
CA_1,HOUSEHOLD_1_004,11404,2.37
CA_1,HOUSEHOLD_1_004,11405,2.37
CA_1,HOUSEHOLD_1_004,11406,2.37
CA_1,HOUSEHOLD_1_004,11407,2.37
CA_1,HOUSEHOLD_1_004,11408,2.37
CA_1,HOUSEHOLD_1_004,11409,2.37
CA_1,HOUSEHOLD_1_004,11410,2.37
CA_1,HOUSEHOLD_1_004,11411,2.37
CA_1,HOUSEHOLD_1_004,11412,2.37
CA_1,HOUSEHOLD_1_004,11413,2.37
CA_1,HOUSEHOLD_1_004,11414,2.37
CA_1,HOUSEHOLD_1_004,11415,2.37
CA_1,HOUSEHOLD_1_004,11416,2.37
CA_1,HOUSEHOLD_1_004,11417,2.37
CA_1,HOUSEHOLD_1_004,11418,2.37
CA_1,HOUSEHOLD_1_004,11419,2.37
CA_1,HOUSEHOLD_1_004,11420,2.37
CA_1,HOUSEHOLD_1_004,11421,2.37
CA_1,HOUSEHOLD_1_004,11422,2.37
CA_1,HOUSEHOLD_1_004,11423,2.37
CA_1,HOUSEHOLD_1_004,11424,2.37
CA_1,HOUSEHOLD_1_004,11425,2.37
CA_1,HOUSEHOLD_1_004,11426,2.37
CA_1,HOUSEHOLD_1_004,11427,2.37
CA_1,HOUSEHOLD_1_004,11428,2.37
CA_1,HOUSEHOLD_1_004,11429,2.37
CA_1,HOUSEHOLD_1_004,11430,2.37
CA_1,HOUSEHOLD_1_004,11431,2.37
CA_1,HOUSEHOLD_1_004,11432,2.36
CA_1,HOUSEHOLD_1_004,11433,2.36
CA_1,HOUSEHOLD_1_004,11434,2.36
CA_1,HOUSEHOLD_1_004,11435,2.36
CA_1,HOUSEHOLD_1_004,11436,2.36
CA_1,HOUSEHOLD_1_004,11437,2.36
CA_1,HOUSEHOLD_1_004,11438,2.36
CA_1,HOUSEHOLD_1_004,11439,2.36
CA_1,HOUSEHOLD_1_004,11440,2.36
CA_1,HOUSEHOLD_1_004,11441,2.36
CA_1,HOUSEHOLD_1_004,11442,2.36
CA_1,HOUSEHOLD_1_004,11443,2.36
CA_1,HOUSEHOLD_1_004,11444,2.36
CA_1,HOUSEHOLD_1_004,11445,2.36
CA_1,HOUSEHOLD_1_004,11446,2.36
CA_1,HOUSEHOLD_1_004,11447,2.36
CA_1,HOUSEHOLD_1_004,11448,2.36
CA_1,HOUSEHOLD_1_004,11449,2.36
CA_1,HOUSEHOLD_1_004,11450,2.36
CA_1,HOUSEHOLD_1_004,11451,2.36
CA_1,HOUSEHOLD_1_004,11452,2.36
CA_1,HOUSEHOLD_1_004,11501,2.36
CA_1,HOUSEHOLD_1_004,11502,2.36
CA_1,HOUSEHOLD_1_004,11503,2.36
CA_1,HOUSEHOLD_1_004,11504,2.36
CA_1,HOUSEHOLD_1_004,11505,2.36
CA_1,HOUSEHOLD_1_004,11506,2.36
CA_1,HOUSEHOLD_1_004,11507,2.36
CA_1,HOUSEHOLD_1_004,11508,2.36
CA_1,HOUSEHOLD_1_004,11509,2.36
CA_1,HOUSEHOLD_1_004,11510,2.36
CA_1,HOUSEHOLD_1_004,11511,2.36
CA_1,HOUSEHOLD_1_004,11512,2.36
CA_1,HOUSEHOLD_1_004,11513,2.36
CA_1,HOUSEHOLD_1_004,11514,2.36
CA_1,HOUSEHOLD_1_004,11515,2.36
CA_1,HOUSEHOLD_1_004,11516,2.36
CA_1,HOUSEHOLD_1_004,11517,2.36
CA_1,HOUSEHOLD_1_004,11518,2.36
CA_1,HOUSEHOLD_1_004,11519,2.36
CA_1,HOUSEHOLD_1_004,11520,2.36
CA_1,HOUSEHOLD_1_004,11521,2.36
CA_1,HOUSEHOLD_1_004,11522,2.36
CA_1,HOUSEHOLD_1_004,11523,2.36
CA_1,HOUSEHOLD_1_004,11524,2.36
CA_1,HOUSEHOLD_1_004,11525,2.36
CA_1,HOUSEHOLD_1_004,11526,2.36
CA_1,HOUSEHOLD_1_004,11527,2.36
CA_1,HOUSEHOLD_1_004,11528,2.36
CA_1,HOUSEHOLD_1_004,11529,2.36
CA_1,HOUSEHOLD_1_004,11530,2.36
CA_1,HOUSEHOLD_1_004,11531,2.36
CA_1,HOUSEHOLD_1_004,11532,2.36
CA_1,HOUSEHOLD_1_004,11533,2.36
CA_1,HOUSEHOLD_1_004,11534,2.36
CA_1,HOUSEHOLD_1_004,11535,2.36
CA_1,HOUSEHOLD_1_004,11536,2.36
CA_1,HOUSEHOLD_1_004,11537,2.36
CA_1,HOUSEHOLD_1_004,11538,2.36
CA_1,HOUSEHOLD_1_004,11539,2.36
CA_1,HOUSEHOLD_1_004,11540,2.36
CA_1,HOUSEHOLD_1_004,11541,2.36
CA_1,HOUSEHOLD_1_004,11542,2.36
CA_1,HOUSEHOLD_1_004,11543,2.36
CA_1,HOUSEHOLD_1_004,11544,2.36
CA_1,HOUSEHOLD_1_004,11545,2.36
CA_1,HOUSEHOLD_1_004,11546,2.36
CA_1,HOUSEHOLD_1_004,11547,2.36
CA_1,HOUSEHOLD_1_004,11548,2.36
CA_1,HOUSEHOLD_1_004,11549,2.36
CA_1,HOUSEHOLD_1_004,11550,2.36
CA_1,HOUSEHOLD_1_004,11551,2.36
CA_1,HOUSEHOLD_1_004,11552,2.36
CA_1,HOUSEHOLD_1_004,11601,2.36
CA_1,HOUSEHOLD_1_004,11602,2.36
CA_1,HOUSEHOLD_1_004,11603,2.36
CA_1,HOUSEHOLD_1_004,11604,2.36
CA_1,HOUSEHOLD_1_004,11605,2.36
CA_1,HOUSEHOLD_1_004,11606,2.36
CA_1,HOUSEHOLD_1_004,11607,2.36
CA_1,HOUSEHOLD_1_004,11608,2.36
CA_1,HOUSEHOLD_1_004,11609,2.36
CA_1,HOUSEHOLD_1_004,11610,2.36
CA_1,HOUSEHOLD_1_004,11611,2.36
CA_1,HOUSEHOLD_1_004,11612,2.36
CA_1,HOUSEHOLD_1_004,11613,2.36
CA_1,HOUSEHOLD_1_004,11614,2.36
CA_1,HOUSEHOLD_1_004,11615,2.36
CA_1,HOUSEHOLD_1_004,11616,2.36
CA_1,HOUSEHOLD_1_004,11617,2.36
CA_1,HOUSEHOLD_1_004,11618,2.36
CA_1,HOUSEHOLD_1_004,11619,2.36
CA_1,HOUSEHOLD_1_004,11620,2.36
CA_1,HOUSEHOLD_1_004,11621,2.36
CA_1,HOUSEHOLD_1_007,11127,1.54
CA_1,HOUSEHOLD_1_007,11128,1.54
CA_1,HOUSEHOLD_1_007,11129,1.54
CA_1,HOUSEHOLD_1_007,11130,1.54
CA_1,HOUSEHOLD_1_007,11131,1.54
CA_1,HOUSEHOLD_1_007,11132,1.54
CA_1,HOUSEHOLD_1_007,11133,1.54
CA_1,HOUSEHOLD_1_007,11134,1.54
CA_1,HOUSEHOLD_1_007,11135,1.54
CA_1,HOUSEHOLD_1_007,11136,1.54
CA_1,HOUSEHOLD_1_007,11137,1.54
CA_1,HOUSEHOLD_1_007,11138,1.54
CA_1,HOUSEHOLD_1_007,11139,1.54
CA_1,HOUSEHOLD_1_007,11140,1.54
CA_1,HOUSEHOLD_1_007,11141,1.54
CA_1,HOUSEHOLD_1_007,11142,1.54
CA_1,HOUSEHOLD_1_007,11143,1.54
CA_1,HOUSEHOLD_1_007,11144,1.54
CA_1,HOUSEHOLD_1_007,11145,1.54
CA_1,HOUSEHOLD_1_007,11146,1.54
CA_1,HOUSEHOLD_1_007,11147,1.54
CA_1,HOUSEHOLD_1_007,11148,1.54
CA_1,HOUSEHOLD_1_007,11149,1.54
CA_1,HOUSEHOLD_1_007,11150,1.54
CA_1,HOUSEHOLD_1_007,11151,1.54
CA_1,HOUSEHOLD_1_007,11152,1.54
CA_1,HOUSEHOLD_1_007,11201,1.54
CA_1,HOUSEHOLD_1_007,11202,1.54
CA_1,HOUSEHOLD_1_007,11203,1.54
CA_1,HOUSEHOLD_1_007,11204,1.54
CA_1,HOUSEHOLD_1_007,11205,1.54
CA_1,HOUSEHOLD_1_007,11206,1.54
CA_1,HOUSEHOLD_1_007,11207,1.54
CA_1,HOUSEHOLD_1_007,11208,1.54
CA_1,HOUSEHOLD_1_007,11209,1.54
CA_1,HOUSEHOLD_1_007,11210,1.54
CA_1,HOUSEHOLD_1_007,11211,1.54
CA_1,HOUSEHOLD_1_007,11212,1.54
CA_1,HOUSEHOLD_1_007,11213,1.54
CA_1,HOUSEHOLD_1_007,11214,1.54
CA_1,HOUSEHOLD_1_007,11215,1.54
CA_1,HOUSEHOLD_1_007,11216,1.54
CA_1,HOUSEHOLD_1_007,11217,1.54
CA_1,HOUSEHOLD_1_007,11218,1.54
CA_1,HOUSEHOLD_1_007,11219,1.54
CA_1,HOUSEHOLD_1_007,11220,1.54
CA_1,HOUSEHOLD_1_007,11221,1.54
CA_1,HOUSEHOLD_1_007,11222,1.54
CA_1,HOUSEHOLD_1_007,11223,1.54
CA_1,HOUSEHOLD_1_007,11224,1.54
CA_1,HOUSEHOLD_1_007,11225,1.54
CA_1,HOUSEHOLD_1_007,11226,1.54
CA_1,HOUSEHOLD_1_007,11227,1.54
CA_1,HOUSEHOLD_1_007,11228,1.54
CA_1,HOUSEHOLD_1_007,11229,1.54
CA_1,HOUSEHOLD_1_007,11230,1.54
CA_1,HOUSEHOLD_1_007,11231,1.54
CA_1,HOUSEHOLD_1_007,11232,1.54
CA_1,HOUSEHOLD_1_007,11233,1.54
CA_1,HOUSEHOLD_1_007,11234,1.54
CA_1,HOUSEHOLD_1_007,11235,1.54
CA_1,HOUSEHOLD_1_007,11236,1.54
CA_1,HOUSEHOLD_1_007,11237,1.54
CA_1,HOUSEHOLD_1_007,11238,1.54
CA_1,HOUSEHOLD_1_007,11239,1.54
CA_1,HOUSEHOLD_1_007,11240,1.54
CA_1,HOUSEHOLD_1_007,11241,1.54
CA_1,HOUSEHOLD_1_007,11242,1.54
CA_1,HOUSEHOLD_1_007,11243,1.54
CA_1,HOUSEHOLD_1_007,11244,1.54
CA_1,HOUSEHOLD_1_007,11245,1.54
CA_1,HOUSEHOLD_1_007,11246,1.54
CA_1,HOUSEHOLD_1_007,11247,1.54
CA_1,HOUSEHOLD_1_007,11248,1.54
CA_1,HOUSEHOLD_1_007,11249,1.54
CA_1,HOUSEHOLD_1_007,11250,1.54
CA_1,HOUSEHOLD_1_007,11251,1.54
CA_1,HOUSEHOLD_1_007,11252,1.54
CA_1,HOUSEHOLD_1_007,11301,1.54
CA_1,HOUSEHOLD_1_007,11302,1.54
CA_1,HOUSEHOLD_1_007,11303,1.54
CA_1,HOUSEHOLD_1_007,11304,1.54
CA_1,HOUSEHOLD_1_007,11305,1.54
CA_1,HOUSEHOLD_1_007,11306,1.54
CA_1,HOUSEHOLD_1_007,11307,1.54
CA_1,HOUSEHOLD_1_007,11308,1.54
CA_1,HOUSEHOLD_1_007,11309,1.54
CA_1,HOUSEHOLD_1_007,11310,1.54
CA_1,HOUSEHOLD_1_007,11311,1.54
CA_1,HOUSEHOLD_1_007,11312,1.54
CA_1,HOUSEHOLD_1_007,11313,1.54
CA_1,HOUSEHOLD_1_007,11314,1.54
CA_1,HOUSEHOLD_1_007,11315,1.54
CA_1,HOUSEHOLD_1_007,11316,1.54
CA_1,HOUSEHOLD_1_007,11317,1.54
CA_1,HOUSEHOLD_1_007,11318,1.54
CA_1,HOUSEHOLD_1_007,11319,1.54
CA_1,HOUSEHOLD_1_007,11320,1.54
CA_1,HOUSEHOLD_1_007,11321,1.54
CA_1,HOUSEHOLD_1_007,11322,1.54
CA_1,HOUSEHOLD_1_007,11323,1.54
CA_1,HOUSEHOLD_1_007,11324,1.48
CA_1,HOUSEHOLD_1_007,11325,1.48
CA_1,HOUSEHOLD_1_007,11326,1.48
CA_1,HOUSEHOLD_1_007,11327,1.48
CA_1,HOUSEHOLD_1_007,11328,1.48
CA_1,HOUSEHOLD_1_007,11329,1.48
CA_1,HOUSEHOLD_1_007,11330,1.48
CA_1,HOUSEHOLD_1_007,11331,1.48
CA_1,HOUSEHOLD_1_007,11332,1.48
CA_1,HOUSEHOLD_1_007,11333,1.48
CA_1,HOUSEHOLD_1_007,11334,1.48
CA_1,HOUSEHOLD_1_007,11335,1.48
CA_1,HOUSEHOLD_1_007,11336,1.48
CA_1,HOUSEHOLD_1_007,11337,1.48
CA_1,HOUSEHOLD_1_007,11338,1.48
CA_1,HOUSEHOLD_1_007,11339,1.48
CA_1,HOUSEHOLD_1_007,11340,1.48
CA_1,HOUSEHOLD_1_007,11341,1.48
CA_1,HOUSEHOLD_1_007,11342,1.48
CA_1,HOUSEHOLD_1_007,11343,1.48
CA_1,HOUSEHOLD_1_007,11344,1.48
CA_1,HOUSEHOLD_1_007,11345,1.48
CA_1,HOUSEHOLD_1_007,11346,1.48
CA_1,HOUSEHOLD_1_007,11347,1.48
CA_1,HOUSEHOLD_1_007,11348,1.48
CA_1,HOUSEHOLD_1_007,11349,1.48
CA_1,HOUSEHOLD_1_007,11350,1.48
CA_1,HOUSEHOLD_1_007,11351,1.48
CA_1,HOUSEHOLD_1_007,11352,1.48
CA_1,HOUSEHOLD_1_007,11353,1.48
CA_1,HOUSEHOLD_1_007,11401,1.48
CA_1,HOUSEHOLD_1_007,11402,1.48
CA_1,HOUSEHOLD_1_007,11403,1.48
CA_1,HOUSEHOLD_1_007,11404,1.48
CA_1,HOUSEHOLD_1_007,11405,1.48
CA_1,HOUSEHOLD_1_007,11406,1.48
CA_1,HOUSEHOLD_1_007,11407,1.48
CA_1,HOUSEHOLD_1_007,11408,1.48
CA_1,HOUSEHOLD_1_007,11409,1.48
CA_1,HOUSEHOLD_1_007,11410,1.48
CA_1,HOUSEHOLD_1_007,11411,1.48
CA_1,HOUSEHOLD_1_007,11412,1.48
CA_1,HOUSEHOLD_1_007,11413,1.48
CA_1,HOUSEHOLD_1_007,11414,1.48
CA_1,HOUSEHOLD_1_007,11415,1.48
CA_1,HOUSEHOLD_1_007,11416,1.48
CA_1,HOUSEHOLD_1_007,11417,1.48
CA_1,HOUSEHOLD_1_007,11418,1.48
CA_1,HOUSEHOLD_1_007,11419,1.48
CA_1,HOUSEHOLD_1_007,11420,1.48
CA_1,HOUSEHOLD_1_007,11421,1.48
CA_1,HOUSEHOLD_1_007,11422,1.48
CA_1,HOUSEHOLD_1_007,11423,1.48
CA_1,HOUSEHOLD_1_007,11424,1.48
CA_1,HOUSEHOLD_1_007,11425,1.48
CA_1,HOUSEHOLD_1_007,11426,1.48
CA_1,HOUSEHOLD_1_007,11427,1.48
CA_1,HOUSEHOLD_1_007,11428,1.48
CA_1,HOUSEHOLD_1_007,11429,1.48
CA_1,HOUSEHOLD_1_007,11430,1.48
CA_1,HOUSEHOLD_1_007,11431,1.48
CA_1,HOUSEHOLD_1_007,11432,1.48
CA_1,HOUSEHOLD_1_007,11433,1.48
CA_1,HOUSEHOLD_1_007,11434,1.48
CA_1,HOUSEHOLD_1_007,11435,1.48
CA_1,HOUSEHOLD_1_007,11436,1.48
CA_1,HOUSEHOLD_1_007,11437,1.48
CA_1,HOUSEHOLD_1_007,11438,1.48
CA_1,HOUSEHOLD_1_007,11439,1.48
CA_1,HOUSEHOLD_1_007,11440,1.48
CA_1,HOUSEHOLD_1_007,11441,1.48
CA_1,HOUSEHOLD_1_007,11442,1.48
CA_1,HOUSEHOLD_1_007,11443,1.48
CA_1,HOUSEHOLD_1_007,11444,1.48
CA_1,HOUSEHOLD_1_007,11445,1.48
CA_1,HOUSEHOLD_1_007,11446,1.48
CA_1,HOUSEHOLD_1_007,11447,1.48
CA_1,HOUSEHOLD_1_007,11448,1.48
CA_1,HOUSEHOLD_1_007,11449,1.48
CA_1,HOUSEHOLD_1_007,11450,1.48
CA_1,HOUSEHOLD_1_007,11451,1.48
CA_1,HOUSEHOLD_1_007,11452,1.48
CA_1,HOUSEHOLD_1_007,11501,1.48
CA_1,HOUSEHOLD_1_007,11502,1.48
CA_1,HOUSEHOLD_1_007,11503,1.48
CA_1,HOUSEHOLD_1_007,11504,1.48
CA_1,HOUSEHOLD_1_007,11505,1.48
CA_1,HOUSEHOLD_1_007,11506,1.48
CA_1,HOUSEHOLD_1_007,11507,1.48
CA_1,HOUSEHOLD_1_007,11508,1.48
CA_1,HOUSEHOLD_1_007,11509,1.48
CA_1,HOUSEHOLD_1_007,11510,1.48
CA_1,HOUSEHOLD_1_007,11511,1.48
CA_1,HOUSEHOLD_1_007,11512,1.48
CA_1,HOUSEHOLD_1_007,11513,1.48
CA_1,HOUSEHOLD_1_007,11514,1.48
CA_1,HOUSEHOLD_1_007,11515,1.48
CA_1,HOUSEHOLD_1_007,11516,1.48
CA_1,HOUSEHOLD_1_007,11517,1.48
CA_1,HOUSEHOLD_1_007,11518,1.48
CA_1,HOUSEHOLD_1_007,11519,1.48
CA_1,HOUSEHOLD_1_007,11520,1.48
CA_1,HOUSEHOLD_1_007,11521,1.48
CA_1,HOUSEHOLD_1_007,11522,1.48
CA_1,HOUSEHOLD_1_007,11523,1.48
CA_1,HOUSEHOLD_1_007,11524,1.48
CA_1,HOUSEHOLD_1_007,11525,1.48
CA_1,HOUSEHOLD_1_007,11526,1.48
CA_1,HOUSEHOLD_1_007,11527,1.48
CA_1,HOUSEHOLD_1_007,11528,1.48
CA_1,HOUSEHOLD_1_007,11529,1.48
CA_1,HOUSEHOLD_1_007,11530,1.48
CA_1,HOUSEHOLD_1_007,11531,1.48
CA_1,HOUSEHOLD_1_007,11532,1.48
CA_1,HOUSEHOLD_1_007,11533,1.48
CA_1,HOUSEHOLD_1_007,11534,1.48
CA_1,HOUSEHOLD_1_007,11535,1.48
CA_1,HOUSEHOLD_1_007,11536,1.48
CA_1,HOUSEHOLD_1_007,11537,1.48
CA_1,HOUSEHOLD_1_007,11538,1.48
CA_1,HOUSEHOLD_1_007,11539,1.48
CA_1,HOUSEHOLD_1_007,11540,1.48
CA_1,HOUSEHOLD_1_007,11541,1.48
CA_1,HOUSEHOLD_1_007,11542,1.48
CA_1,HOUSEHOLD_1_007,11543,1.48
CA_1,HOUSEHOLD_1_007,11544,1.48
CA_1,HOUSEHOLD_1_007,11545,1.48
CA_1,HOUSEHOLD_1_007,11546,1.48
CA_1,HOUSEHOLD_1_007,11547,1.48
CA_1,HOUSEHOLD_1_007,11548,1.48
CA_1,HOUSEHOLD_1_007,11549,1.48
CA_1,HOUSEHOLD_1_007,11550,1.48
CA_1,HOUSEHOLD_1_007,11551,1.48
CA_1,HOUSEHOLD_1_007,11552,1.48
CA_1,HOUSEHOLD_1_007,11601,1.48
CA_1,HOUSEHOLD_1_007,11602,1.48
CA_1,HOUSEHOLD_1_007,11603,1.48
CA_1,HOUSEHOLD_1_007,11604,1.48
CA_1,HOUSEHOLD_1_007,11605,1.48
CA_1,HOUSEHOLD_1_007,11606,1.48
CA_1,HOUSEHOLD_1_007,11607,1.48
CA_1,HOUSEHOLD_1_007,11608,1.48
CA_1,HOUSEHOLD_1_007,11609,1.48
CA_1,HOUSEHOLD_1_007,11610,1.48
CA_1,HOUSEHOLD_1_007,11611,1.48
CA_1,HOUSEHOLD_1_007,11612,1.48
CA_1,HOUSEHOLD_1_007,11613,1.48
CA_1,HOUSEHOLD_1_007,11614,1.48
CA_1,HOUSEHOLD_1_007,11615,1.48
CA_1,HOUSEHOLD_1_007,11616,1.48
CA_1,HOUSEHOLD_1_007,11617,1.48
CA_1,HOUSEHOLD_1_007,11618,1.48
CA_1,HOUSEHOLD_1_007,11619,1.48
